FIPS,City
ET05,Gamo Gofa
ET06,Gojam
ET07,Harerge
ET08,Ilubabor
ET09,Kefa
ET10,Shewa
ET11,Sidamo
ET12,Tigray
ET13,Welega
ET14,Welo
ET15,Adis Abeba
ET17,Asosa
ET18,Borena
ET19,Debub Gonder
ET20,Debub Shewa
ET21,Debub Welo
ET22,Dire Dawa
ET23,Gambela
ET24,Metekel
ET25,Mirab Gojam
ET26,Mirab Harerge
ET27,Mirab Shewa
ET28,Misrak Gojam
ET29,Misrak Harerge
ET30,Nazret
ET31,Ogaden
ET32,Omo
ET33,Semen Gonder
ET34,Semen Shewa
ET35,Semen Welo
ET37,Tigray
ET38,Bale
ET39,Gamo Gofa
ET40,Ilubabor
ET41,Kefa
ET42,Sidamo
ET43,Welega
ET44,Ādīs Ābeba
ET45,ĀFar
ET46,ĀMara
ET47,Bīnshangul Gumuz
ET48,Dirē Dawa
ET49,Gambēla Hizboch
ET50,Hārerī Hizb
ET51,Oromīya
ET52,Sumalē
ET53,Tigray
ET54,Yedebub Bihēroch Bihēreseboch Na Hizboch
EU00,Europa Island
EZ00,Czech Republic
EZ01,Benešov
EZ02,Beroun
EZ03,Blansko
EZ04,Břeclav
EZ05,Brno
EZ06,Brno-Venkov
EZ07,Bruntál
EZ08,Česká Lípa
EZ09,České Budějovice
EZ10,Český Krumlov
EZ11,Cheb
EZ12,Chomutov
EZ13,Chrudim
EZ14,Děčín
EZ15,Domažlice
EZ16,Frýdek-Místek
EZ17,Zlín
EZ18,Havlíčkův Brod
EZ19,Hodonín
EZ20,Hradec Králové
EZ21,Jablonec Nad Nisou
EZ22,Jeseník
EZ23,Jičín
EZ24,Jihlava
EZ25,Jindřichův Hradec
EZ26,Karlovy Vary
EZ27,Karviná
EZ28,Kladno
EZ29,Klatovy
EZ30,Kolín
EZ31,Kroměříž
EZ32,Kutná Hora
EZ33,Liberec
EZ34,Litoměřice
EZ35,Louny
EZ36,Mělník
EZ37,Mladá Boleslav
EZ38,Most
EZ39,Náchod
EZ40,Nový Jičín
EZ41,Nymburk
EZ42,Olomouc
EZ43,Opava
EZ44,Ostrava
EZ45,Pardubice
EZ46,Pelhřimov
EZ47,Písek
EZ48,Plzeň-Jih
EZ49,Plzeň
EZ50,Plzeň-Sever
EZ51,Prachatice
EZ52,Hlavní Město Praha
EZ53,Praha-Východ
EZ54,Praha-Západ
EZ55,Přerov
EZ56,Příbram
EZ57,Prostějov
EZ58,Rakovník
EZ59,Rokycany
EZ60,Rychnov Nad Kněžnou
EZ61,Semily
EZ62,Sokolov
EZ63,Strakonice
EZ64,Šumperk
EZ65,Svitavy
EZ66,Tábor
EZ67,Tachov
EZ68,Teplice
EZ69,Třebíč
EZ70,Trutnov
EZ71,Uherské Hradiště
EZ72,Ústí Nad Labem
EZ73,Ústí Nad Orlicí
EZ74,Vsetín
EZ75,Vyškov
EZ76,Žďár Nad Sázavou
EZ77,Znojmo
EZ78,Jihomoravký Kraj
EZ79,Jihočeský Kraj
EZ80,Vysočina
EZ81,Karlovarský Kraj
EZ82,Královéhradecký Kraj
EZ83,Liberecký Kraj
EZ84,Olomoucký Kraj
EZ85,Moravskolezský Kraj
EZ86,Pardubický Kraj
EZ87,Plzeňský Kraj
EZ88,Středočeský Kraj
EZ89,Ústecký Kraj
EZ90,Zlínský Kraj
FA00,Falkland Islands (Islas Malvinas)
FG00,French Guiana
FI00,Finland
FI01,Ahvenanmaa
FI02,Hame
FI03,Keski-Suomi
FI04,Kuopio
FI05,Kymi
FI06,Lappi
FI07,Mikkeli
FI08,Oulun Lääni
FI09,Pohjois-Karjala
FI10,Turku Ja Pori
FI11,Uusimaa
FI12,Vaasa
FI13,Etelä-Suomen Lääni
FI14,Itä-Suomen Lääni
FI15,Länsi-Suomen Lääni
FJ00,Fiji
FJ01,Central
FJ02,Eastern
FJ03,Northern
FJ04,Rotuma
FJ05,Western
FK00,Falkland Islands (Islas Malvinas)
FM00,Federated States Of Micronesia
FM01,Kosrae
FM02,Pohnpei
FM03,Chuuk
FM04,Yap
FO00,Faroe Islands
FP00,French Polynesia
FQ00,Baker Island
FR00,France
FR01,Ain
FR02,Aisne
FR03,Allier
FR04,Alpes-Maritimes
FR05,Ardeche
FR06,Ardennes
FR07,Ariege
FR08,Aube
FR09,Aude
FR10,Aveyron
FR11,Bas-Rhin
FR12,Alpes-De-Haute-Provence
FR13,Pyrenees-Atlantiques
FR14,Territoire De Belfort
FR15,Bouches-Du-Rhone
FR16,Calvados
FR17,Cantal
FR18,Charente
FR19,Charente-Maritime
FR20,Cher
FR21,Correze
FR22,Cote-D'Or
FR23,Cotes-Du-Nord
FR24,Creuse
FR25,Deux-Sevres
FR26,Dordogne
FR27,Doubs
FR28,Drome
FR29,Eure
FR30,Eure-Et-Loir
FR31,Finistere
FR32,Gard
FR33,Gers
FR34,Gironde
FR35,Haute-Garonne
FR36,Haute-Loire
FR37,Haute-Marne
FR38,Hautes-Alpes
FR39,Haute-Saone
FR40,Haute-Savoie
FR41,Hautes-Pyrenees
FR42,Haute-Vienne
FR43,Haut-Rhin
FR44,Herault
FR45,Ille-Et-Vilaine
FR46,Indre
FR47,Indre-Et-Loire
FR48,Isere
FR49,Jura
FR50,Landes
FR51,Loire
FR52,Loire-Atlantique
FR53,Loiret
FR54,Loir-Et-Cher
FR55,Lot
FR56,Lot-Et-Garonne
FR57,Lozere
FR58,Maine-Et-Loire
FR59,Manche
FR60,Marne
FR61,Mayenne
FR62,Meurthe-Et-Moselle
FR63,Meuse
FR64,Morbihan
FR65,Moselle
FR66,Nievre
FR67,Nord
FR68,Oise
FR69,Orne
FR70,Pas-De-Calais
FR71,Puy-De-Dome
FR72,Pyrenees-Orientales
FR73,Rhone
FR74,Saone-Et-Loire
FR75,Sarthe
FR76,Savoie
FR77,Hauts-De-Seine
FR78,Seine-Et-Marne
FR79,Essonne
FR80,Seine-Maritime
FR81,Somme
FR82,Tarn
FR84,Var
FR85,Vaucluse
FR86,Vendee
FR87,Vienne
FR88,Vosges
FR89,Yonne
FR90,Corse-Du-Sud
FR91,Seine-Saint-Denis
FR92,Val-De-Marne
FR93,Val-D'Oise
FR94,Ville De Paris
FR95,Yvelines
FR96,Haute-Corse
FR97,Aquitaine
FR98,Auvergne
FR99,Basse-Normandie
FRA1,Bourgogne
FRA2,Bretagne
FRA3,Centre
FRA4,Champagne-Ardenne
FRA5,Corse
FRA6,Franche-Comte
FRA7,Haute-Normandie
FRA8,Ile-De-France
FRA9,Languedoc-Roussillon
FRB1,Limousin
FRB2,Lorraine
FRB3,Midi-Pyrenees
FRB4,Nord-Pas-De-Calais
FRB5,Pays De La Loire
FRB6,Picardie
FRB7,Poitou-Charentes
FRB8,Provence-Alpes-Cote D'Azur
FRB9,Rhone-Alpes
FRC1,Alsace
FS00,French Southern And Antarctic Lands
GA00,Gambia The
GA01,Banjul
GA02,Lower River
GA03,Central River
GA04,Upper River
GA05,Western
GA07,North Bank
GB00,Gabon
GB01,Estuaire
GB02,Haut-Ogooue
GB03,Moyen-Ogooue
GB04,Ngounie
GB05,Nyanga
GB06,Ogooue-Ivindo
GB07,Ogooue-Lolo
GB08,Ogooue-Maritime
GB09,Woleu-Ntem
GC00,German Democratic Republic
GC01,Cottbus
GC02,Dresden
GC03,Erfurt
GC04,Frankfurt
GC05,Gera
GC06,Halle
GC07,Karl-Marx-Stadt
GC09,Magdeburg
GC10,Neubrandenburg
GC12,Potsdam
GC13,Rostock
GC14,Schwerin
GC15,Suhl
GE00,Germany Federal Republic Of
GE01,Baden-Wurttemberg
GE02,Bayern
GE03,Bremen
GE04,Hamburg
GE05,Hessen
GE06,Niedersachsen
GE07,Nordrhein-Westfalen
GE08,Rheinland-Pfalz
GE09,Saarland
GE10,Schleswig-Holstein
GG00,Georgia
GG01,Abashis Raioni
GG02,Abkhazia
GG03,Adigenis Raioni
GG04,Ajaria
GG05,Akhalgoris Raioni
GG06,Akhalk'Alak'Is Raioni
GG07,Akhalts'Ikhis Raioni
GG08,Akhmetis Raioni
GG09,Ambrolauris Raioni
GG10,Aspindzis Raioni
GG11,Baghdat'Is Raioni
GG12,Bolnisis Raioni
GG13,Borjomis Raioni
GG14,Chiat'Ura
GG15,Ch'Khorotsqus Raioni
GG16,Ch'Okhatauris Raioni
GG17,Dedop'Listsqaros Raioni
GG18,Dmanisis Raioni
GG19,Dushet'Is Raioni
GG20,Gardabanis Raioni
GG21,Gori
GG22,Goris Raioni
GG23,Gurjaanis Raioni
GG24,Javis Raioni
GG25,K'Arelis Raioni
GG26,Kaspis Raioni
GG27,Kharagaulis Raioni
GG28,Khashuris Raioni
GG29,Khobis Raioni
GG30,Khonis Raioni
GG31,K'Ut'Aisi
GG32,Lagodekhis Raioni
GG33,Lanch'Khut'Is Raioni
GG34,Lentekhis Raioni
GG35,Marneulis Raioni
GG36,Martvilis Raioni
GG37,Mestiis Raioni
GG38,Mts'Khet'Is Raioni
GG39,Ninotsmindis Raioni
GG40,Onis Raioni
GG41,Ozurget'Is Raioni
GG42,P'Ot'I
GG43,Qazbegis Raioni
GG44,Qvarlis Raioni
GG45,Rust'Avi
GG46,Sach'Kheris Raioni
GG47,Sagarejos Raioni
GG48,Samtrediis Raioni
GG49,Senakis Raioni
GG50,Sighnaghis Raioni
GG51,T'Bilisi
GG52,T'Elavis Raioni
GG53,T'Erjolis Raioni
GG54,T'Et'Ritsqaros Raioni
GG55,T'Ianet'Is Raioni
GG56,Tqibuli
GG57,Ts'Ageris Raioni
GG58,Tsalenjikhis Raioni
GG59,Tsalkis Raioni
GG60,Tsqaltubo
GG61,Vanis Raioni
GG62,Zestap'Onis Raioni
GG63,Zugdidi
GG64,Zugdidis Raioni
GH00,Ghana
GH01,Greater Accra
GH02,Ashanti
GH03,Brong-Ahafo
GH04,Central
GH05,Eastern
GH06,Northern
GH08,Volta
GH09,Western
GH10,Upper East
GH11,Upper West
GI00,Gibraltar
GJ00,Grenada
GJ01,Saint Andrew
GJ02,Saint David
GJ03,Saint George
GJ04,Saint John
GJ05,Saint Mark
GJ06,Saint Patrick
GK00,Guernsey
GL00,Greenland
GL01,Nordgronland
GL02,Ostgronland
GL03,Vestgronland
GM00,Germany
GM01,Baden-Wurttemberg
GM02,Bayern
GM03,Bremen
GM04,Hamburg
GM05,Hessen
GM06,Niedersachsen
GM07,Nordrhein-Westfalen
GM08,Rheinland-Pfalz
GM09,Saarland
GM10,Schleswig-Holstein
GM11,Brandenburg
GM12,Mecklenburg-Vorpommern
GM13,Sachsen
GM14,Sachsen-Anhalt
GM15,Thuringen
GM16,Berlin
GO00,Glorioso Islands
GP00,Guadeloupe
GQ00,Guam
GR00,Greece
GR01,Evros
GR02,Rodhopi
GR03,Xanthi
GR04,Drama
GR05,Serrai
GR06,Kilkis
GR07,Pella
GR08,Florina
GR09,Kastoria
GR10,Grevena
GR11,Kozani
GR12,Imathia
GR13,Thessaloniki
GR14,Kavala
GR15,Khalkidhiki
GR16,Pieria
GR17,Ioannina
GR18,Thesprotia
GR19,Preveza
GR20,Arta
GR21,Larisa
GR22,Trikala
GR23,Kardhitsa
GR24,Magnisia
GR25,Kerkira
GR26,Levkas
GR27,Kefallinia
GR28,Zakinthos
GR29,Fthiotis
GR30,Evritania
GR31,Aitolia Kai Akarnania
GR32,Fokis
GR33,Voiotia
GR34,Evvoia
GR35,Attiki
GR36,Argolis
GR37,Korinthia
GR38,Akhaia
GR39,Ilia
GR40,Messinia
GR41,Arkadhia
GR42,Lakonia
GR43,Khania
GR44,Rethimni
GR45,Iraklion
GR46,Lasithi
GR47,Dhodhekanisos
GR48,Samos
GR49,Kikladhes
GR50,Khios
GR51,Lesvos
GT00,Guatemala
GT01,Alta Verapaz
GT02,Baja Verapaz
GT03,Chimaltenango
GT04,Chiquimula
GT05,El Progreso
GT06,Escuintla
GT07,Guatemala
GT08,Huehuetenango
GT09,Izabal
GT10,Jalapa
GT11,Jutiapa
GT12,Peten
GT13,Quetzaltenango
GT14,Quiche
GT15,Retalhuleu
GT16,Sacatepequez
GT17,San Marcos
GT18,Santa Rosa
GT19,Solola
GT20,Suchitepequez
GT21,Totonicapan
GT22,Zacapa
GV00,Guinea
GV01,Beyla
GV02,Boffa
GV03,Boke
GV04,Conakry
GV05,Dabola
GV06,Dalaba
GV07,Dinguiraye
GV08,Dubreka
GV09,Faranah
GV10,Forecariah
GV11,Fria
GV12,Gaoual
GV13,Gueckedou
GV14,Kankan
GV15,Kerouane
GV16,Kindia
GV17,Kissidougou
GV18,Koundara
GV19,Kouroussa
GV20,Labe
GV21,Macenta
GV22,Mali
GV23,Mamou
GV24,Nzerekore
GV25,Pita
GV26,Siguiri
GV27,Telimele
GV28,Tougue
GV29,Yomou
GV30,Coyah
GV31,Dubréka
GV32,Kankan
GV33,Koubia
GV34,Labé
GV35,Lélouma
GV36,Lola
GV37,Mandiana
GV38,Nzérékoré
GV39,Siguiri
GY00,Guyana
GY01,East Berbice-Corentyne
GY02,East Demerara-West Coast Berbice
GY05,Mazaruni-Potaro
GY06,North West
GY07,Rupununi
GY09,West Demerara-Essequibo Coast
GY10,Barima-Waini
GY11,Cuyuni-Mazaruni
GY12,Demerara-Mahaica
GY13,East Berbice-Corentyne
GY14,Essequibo Islands-West Demerara
GY15,Mahaica-Berbice
GY16,Pomeroon-Supenaam
GY17,Potaro-Siparuni
GY18,Upper Demerara-Berbice
GY19,Upper Takutu-Upper Essequibo
GZ00,Gaza Strip
HA00,Haiti
HA01,Artibonite
HA02,Nord
HA03,Nord-Ouest
HA04,Ouest
HA05,Sud
HA06,Artibonite
HA07,Centre
HA08,Grand' Anse
HA09,Nord
HA10,Nord-Est
HA11,Ouest
HA12,Sud
HA13,Sud-Est
HA14,Grand' Anse
HA15,Nippes
HK00,Hong Kong
HM00,Heard Island And Mcdonald Islands
HO00,Honduras
HO01,Atlantida
HO02,Choluteca
HO03,Colon
HO04,Comayagua
HO05,Copan
HO06,Cortes
HO07,El Paraiso
HO08,Francisco Morazan
HO09,Gracias A Dios
HO10,Intibuca
HO11,Islas De La Bahia
HO12,La Paz
HO13,Lempira
HO14,Ocotepeque
HO15,Olancho
HO16,Santa Barbara
HO17,Valle
HO18,Yoro
HQ00,Howland Island
HR00,Croatia
HR01,Bjelovarsko-Bilogorska
HR02,Brodsko-Posavska
HR03,Dubrovačko-Neretvanska
HR04,Istarska
HR05,Karlovačka
HR06,Koprivničko-Križevačka
HR07,Krapinsko-Zagorska
HR08,Ličko-Senjska
HR09,Međimurska
HR10,Osječko-Baranjska
HR11,Požeško-Slavonska
HR12,Primorsko-Goranska
HR13,Šibensko-Kninska
HR14,Sisačko-Moslavačka
HR15,Splitsko-Dalmatinska
HR16,Varaždinska
HR17,Virovitičko-Podravska
HR18,Vukovarsko-Srijemska
HR19,Zadarska
HR20,Zagrebačka
HR21,Grad Zagreb
HU00,Hungary
HU01,Bacs-Kiskun
HU02,Baranya
HU03,Bekes
HU04,Borsod-Abauj-Zemplen
HU05,Budapest
HU06,Csongrad
HU07,Debrecen
HU08,Fejer
HU09,Gyor-Moson-Sopron
HU10,Hajdu-Bihar
HU11,Heves
HU12,Komarom-Esztergom
HU13,Miskolc
HU14,Nograd
HU15,Pecs
HU16,Pest
HU17,Somogy
HU18,Szabolcs-Szatmar-Bereg
HU19,Szeged
HU20,Jasz-Nagykun-Szolnok
HU21,Tolna
HU22,Vas
HU23,Veszprem
HU24,Zala
HU25,Gyor
HU26,Bekescsaba
HU27,Dunaujvaros
HU28,Eger
HU29,Hodmezovasarhely
HU30,Kaposvar
HU31,Kecskemet
HU32,Nagykanizsa
HU33,Nyiregyhaza
HU34,Sopron
HU35,Szekesfehervar
HU36,Szolnok
HU37,Szombathely
HU38,Tatabanya
HU39,Veszprem
HU40,Zalaegerszeg
HU41,Salgótarján
HU42,Szekszárd
HU43,Erd
IC00,Iceland
IC01,Akranes
IC02,Akureyri
IC03,Arnessysla
IC04,Austur-Bardastrandarsysla
IC05,Austur-Hunavatnssysla
IC06,Austur-Skaftafellssysla
IC07,Borgarfjardarsysla
IC08,Dalasysla
IC09,Eyjafjardarsysla
IC10,Gullbringusysla
IC11,Hafnarfjordur
IC12,Husavik
IC13,Isafjordur
IC14,Keflavik
IC15,Kjosarsysla
IC16,Kopavogur
IC17,Myrasysla
IC18,Neskaupstadur
IC19,Nordur-Isafjardarsysla
IC20,Nordur-Mulasysla
IC21,Nordur-Tingeyjarsysla
IC22,Olafsfjordur
IC23,Rangarvallasysla
IC24,Reykjavik
IC25,Saudarkrokur
IC26,Seydisfjordur
IC27,Siglufjordur
IC28,Skagafjardarsysla
IC29,Snafellsnes- Og Hnappadalssysla
IC30,Strandasysla
IC31,Sudur-Mulasysla
IC32,Sudur-Tingeyjarsysla
IC33,Vestmannaeyjar
IC34,Vestur-Bardastrandarsysla
IC35,Vestur-Hunavatnssysla
IC36,Vestur-Isafjardarsysla
IC37,Vestur-Skaftafellssysla
IC38,Austurland
IC39,Höfuðborgarsvæði
IC40,Norðurland Eystra
IC41,Norðurland Vestra
IC42,Suðurland
IC43,Suðurnes
IC44,Vestfirðir
IC45,Vesturland
ID00,Indonesia
ID01,Aceh
ID02,Bali
ID03,Bengkulu
ID04,Jakarta Raya
ID05,Jambi
ID06,Jawa Barat
ID07,Jawa Tengah
ID08,Jawa Timur
ID09,Papua
ID10,Yogyakarta
ID11,Kalimantan Barat
ID12,Kalimantan Selatan
ID13,Kalimantan Tengah
ID14,Kalimantan Timur
ID15,Lampung
ID16,Maluku
ID17,Nusa Tenggara Barat
ID18,Nusa Tenggara Timur
ID19,Riau
ID20,Sulawesi Selatan
ID21,Sulawesi Tengah
ID22,Sulawesi Tenggara
ID23,Sulawesi Utara
ID24,Sumatera Barat
ID25,Sumatera Selatan
ID26,Sumatera Utara
ID27,Timor Timur
ID28,Maluku
ID29,Maluku Utara
ID30,Jawa Barat
ID31,Sulawesi Utara
ID32,Sumatera Selatan
ID33,Banten
ID34,Gorontalo
ID35,Kepulauan Bangka Belitung
ID36,Papua
ID37,Riau
ID38,Sulawesi Selatan
ID39,Irian Jaya Barat
ID40,Kepulauan Riau
ID41,Sulawesi Barat
IM00,Man Isle Of
IN00,India
IN01,Andaman And Nicobar Islands
IN02,Andhra Pradesh
IN03,Assam
IN04,Bihar
IN05,Chandigarh
IN06,Dadra And Nagar Haveli
IN07,Delhi
IN08,Goa Daman And Diu
IN09,Gujarat
IN10,Haryana
IN11,Himachal Pradesh
IN12,Jammu And Kashmir
IN13,Kerala
IN14,Lakshadweep
IN15,Madhya Pradesh
IN16,Maharashtra
IN17,Manipur
IN18,Meghalaya
IN19,Karnataka
IN20,Nagaland
IN21,Orissa
IN22,Puducherry
IN23,Punjab
IN24,Rajasthan
IN25,Tamil Nadu
IN26,Tripura
IN27,Uttar Pradesh
IN28,West Bengal
IN29,Sikkim
IN30,Arunachal Pradesh
IN31,Mizoram
IN32,Daman And Diu
IN33,Goa
IN34,Bihār
IN35,Madhya Pradesh
IN36,Uttar Pradesh
IN37,Chhattīsgarh
IN38,Jharkhand
IN39,Uttarakhand
IO00,British Indian Ocean Territory
IP00,Clipperton Island
IR00,Iran
IR01,Āz̄Ārbāyjān-E Gharbī
IR02,Azarbayjan-E Khavari
IR03,Chahar Mahall Va Bakhtiari
IR04,Sistan Va Baluchestan
IR05,Kohgīlūyeh Va Būyer Aḩmad
IR06,Esfahan
IR07,Fars
IR08,Gilan
IR09,Hamadan
IR10,Ilam
IR11,Hormozgan
IR13,Kermānshāh
IR14,Khorasan
IR15,Khuzestan
IR16,Kordestan
IR17,Mazandaran
IR18,Semnan
IR19,Markazi
IR20,Yazd
IR21,Zanjan
IR22,Bushehr
IR23,Lorestan
IR24,Markazi
IR25,Semnan
IR26,Tehran
IR27,Zanjan
IR28,Esfahan
IR29,Kerman
IR30,Khorasan
IR31,Yazd
IR32,Ardabīl
IR33,Āz̄Ārbāyjān-E Sharqī
IR34,Markazī
IR35,Māzandarān
IR36,Zanjān
IR37,Golestān
IR38,Qazvīn
IR39,Qom
IR40,Yazd
IR41,Khorāsān-E Janūbī
IR42,Khorāsān-E Razavī
IR43,Khorāsān-E Shemālī
IS00,Israel
IS01,Hadarom
IS02,Hamerkaz
IS03,Hazafon
IS04,Hefa
IS05,Tel Aviv
IS06,Yerushalayim
IT00,Italy
IT01,Abruzzi
IT02,Basilicata
IT03,Calabria
IT04,Campania
IT05,Emilia-Romagna
IT06,Friuli-Venezia Giulia
IT07,Lazio
IT08,Liguria
IT09,Lombardia
IT10,Marche
IT11,Molise
IT12,Piemonte
IT13,Puglia
IT14,Sardegna
IT15,Sicilia
IT16,Toscana
IT17,Trentino-Alto Adige
IT18,Umbria
IT19,Valle D'Aosta
IT20,Veneto
IV00,Cote D'Ivoire
IV01,Abengourou
IV02,Abidjan
IV03,Dabakala
IV04,Aboisso
IV05,Adzope
IV06,Agboville
IV07,Biankouma
IV08,Bondoukou
IV09,Bouafle
IV10,Bouake
IV11,Bouna
IV12,Boundiali
IV13,Daloa
IV14,Danane
IV15,Dimbokro
IV16,Divo
IV17,Ferkessedougou
IV18,Gagnoa
IV19,Gulgio
IV20,Katiola
IV21,Korhogo
IV22,Man
IV23,Odienne
IV24,Sassandra
IV25,Seguela
IV26,Touba
IV27,Bongouanou
IV28,Issia
IV29,Lakota
IV30,Mankono
IV31,Oume
IV32,Soubre
IV33,Tingrela
IV34,Zuenoula
IV35,Abidjan
IV36,Bangolo
IV37,Beoumi
IV38,Bondoukou
IV39,Bouafle
IV40,Bouake
IV41,Daloa
IV42,Daoukro
IV43,Dimbokro
IV44,Duekoue
IV45,Grand-Lahou
IV46,Guiglo
IV47,Man
IV48,Mbahiakro
IV49,Sakassou
IV50,San Pedro
IV51,Sassandra
IV52,Sinfra
IV53,Tabou
IV54,Tanda
IV55,Tiassale
IV56,Toumodi
IV57,Vavoua
IV58,Yamoussoukro
IV59,Abengourou
IV60,Agnibilekrou
IV61,Abidjan
IV62,Aboisso
IV63,Adiaké
IV64,Alépé
IV65,Bocanda
IV66,Dabou
IV67,Dimbokro
IV68,Grand-Bassam
IV69,Guiglo
IV70,Jacqueville
IV71,Tiébissou
IV72,Toulépleu
IV73,Yamoussoukro
IV74,Agnéby
IV75,Bafing
IV76,Bas-Sassandra
IV77,Denguélé
IV78,Dix-Huit Montagnes
IV79,Fromager
IV80,Haut-Sassandra
IV81,Lacs
IV82,Lagunes
IV83,Marahoué
IV84,Moyen-Cavally
IV85,Moyen-Comoé
IV86,N’Zi-Comoé
IV87,Savanes
IV88,Sud-Bandama
IV89,Sud-Comoé
IV90,Vallée Du Bandama
IV91,Worodougou
IV92,Zanzan
IY00,Iraq-Saudi Arabia Neutral Zone
IZ00,Iraq
IZ01,Al Anbar
IZ02,Al Basrah
IZ03,Al Muthanna
IZ04,Al Qadisiyah
IZ05,As Sulaymaniyah
IZ06,Babil
IZ07,Baghdad
IZ08,Dahuk
IZ09,Dhi Qar
IZ10,Diyala
IZ11,Arbil
IZ12,Karbala'
IZ13,At Ta'Mim
IZ14,Maysan
IZ15,Ninawa
IZ16,Wasit
IZ17,An Najaf
IZ18,Salah Ad Din
JA00,Japan
JA01,Aichi
JA02,Akita
JA03,Aomori
JA04,Chiba
JA05,Ehime
JA06,Fukui
JA07,Fukuoka
JA08,Fukushima
JA09,Gifu
JA10,Gumma
JA11,Hiroshima
JA12,Hokkaido
JA13,Hyogo
JA14,Ibaraki
JA15,Ishikawa
JA16,Iwate
JA17,Kagawa
JA18,Kagoshima
JA19,Kanagawa
JA20,Kochi
JA21,Kumamoto
JA22,Kyoto
JA23,Mie
JA24,Miyagi
JA25,Miyazaki
JA26,Nagano
JA27,Nagasaki
JA28,Nara
JA29,Niigata
JA30,Oita
JA31,Okayama
JA32,Osaka
JA33,Saga
JA34,Saitama
JA35,Shiga
JA36,Shimane
JA37,Shizuoka
JA38,Tochigi
JA39,Tokushima
JA40,Tokyo
JA41,Tottori
JA42,Toyama
JA43,Wakayama
JA44,Yamagata
JA45,Yamaguchi
JA46,Yamanashi
JA47,Okinawa
JE00,Jersey
JM00,Jamaica
JM01,Clarendon
JM02,Hanover
JM04,Manchester
JM07,Portland
JM08,Saint Andrew
JM09,Saint Ann
JM10,Saint Catherine
JM11,Saint Elizabeth
JM12,Saint James
JM13,Saint Mary
JM14,Saint Thomas
JM15,Trelawny
JM16,Westmoreland
JM17,Kingston
JN00,Jan Mayen
JO00,Jordan
JO01,Al `Asimah
JO02,Al Balqa'
JO03,Al Karak
JO06,Irbid
JO07,Ma`An
JO09,Al Karak
JO10,Al Mafraq
JO11,`Amman
JO12,Aţ Ţafilah
JO13,Az Zarqa
JO14,Irbid
JO15,Al Mafraq
JO16,`Ammān
JO17,Az Zarqā'
JO18,Irbid
JO19,Ma`Ān
JO20,'Ajlūn
JO21,Al 'Aqabah
JO22,Jarash
JO23,Mādabā
JQ00,Johnston Atoll
JU00,Juan De Nova Island
KE00,Kenya
KE01,Central
KE02,Coast
KE03,Eastern
KE05,Nairobi Area
KE06,North-Eastern
KE07,Nyanza
KE08,Rift Valley
KE09,Western
KG00,Kyrgyzstan
KG01,Bishkek
KG02,Chüy
KG03,Jalal-Abad
KG04,Naryn
KG05,Osh
KG06,Talas
KG07,Ysyk-Köl
KG08,Osh
KG09,Batken
KN00,Korea Democratic People'S Republic Of
KN01,Chagang-Do
KN02,Chongjin-Si
KN03,Hamgyong-Namdo
KN04,Hamgyong-Pukto
KN06,Hwanghae-Namdo
KN07,Hwanghae-Bukto
KN08,Kaesong-Si
KN09,Kangwon-Do
KN10,P'Yongan-Namdo
KN11,P'Yongan-Bukto
KN12,P'Yongyang-Si
KN13,Yanggang-Do
KN14,Namp'O-Si
KN15,P'Yongan-Namdo
KN16,Hamgyong-Bukto
KN17,Hamgyŏng-Bukto
KN18,Najin Sŏnbong-Si
KQ00,Kingman Reef
KR00,Kiribati
KR01,Gilbert Islands
KR02,Line Islands
KR03,Phoenix Islands
KS00,Korea Republic Of
KS01,Cheju-Do
KS02,Cholla-Namdo
KS03,Cholla-Bukto
KS04,Ch'Ungch'Ong-Namdo
KS05,Ch'Ungch'Ong-Bukto
KS06,Kangwon-Do
KS07,Kyonggi-Do
KS08,Kyongsang-Namdo
KS09,Kyongsang-Pukto
KS10,Pusan-Gwangyŏksi
KS11,Soul-T'Ukpyolsi
KS12,Inch'Ŏn-Gwangyŏksi
KS13,Kyonggi-Do
KS14,Kyongsang-Bukto
KS15,Taegu-Gwangyŏksi
KS16,Cholla-Namdo
KS17,Ch'Ungch'Ong-Namdo
KS18,Kwangju-Gwangyŏksi
KS19,Taejon-Gwangyŏksi
KS20,Kyŏngsang-Namdo
KS21,Ulsan-Gwangyŏksi
KT00,Christmas Island
KU00,Kuwait
KU01,Al Ahmadi
KU02,Al 'Āşimah
KU03,Hawalli
KU04,Al Aḩmadī
KU05,Al Jahrā'
KU06,Al Farwānīyah
KU07,Al Farwānīyah
KU08,Ḩawallī
KU09,Mubārak Al Kabīr
KV00,Kosovo
KZ00,Kazakhstan
KZ01,Almaty
KZ02,Almaty
KZ03,Aqmola
KZ04,Aqtöbe
KZ05,Astana
KZ06,Atyraū
KZ07,Batys Qazaqstan
KZ08,Bayqongyr
KZ09,Mangghystaū
KZ10,Ongtüstik Qazaqstan
KZ11,Pavlodar
KZ12,Qaraghandy
KZ13,Qostanay
KZ14,Qyzylorda
KZ15,Shyghys Qazaqstan
KZ16,Soltüstik Qazaqstan
KZ17,Zhambyl
LA00,Laos
LA01,Attapu
LA02,Champasak
LA03,Houaphan
LA04,Khammouan
LA05,Louang Namtha
LA06,Louangphrabang
LA07,Oudomxai
LA08,Phongsali
LA09,Saravan
LA10,Savannakhet
LA11,Vientiane
